,id,text,link,created_at,tweet_type,user.screen_name,user.name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation
115526,899715258880860164,"Video: the moment totality happened with Great American Eclipse at Roper Mountain, SC! WOW @breakingweather… https://t.co/DRMrm3rGcr",http://twitter.com/ReedTimmerAccu/statuses/899715258880860164,2017-08-21 19:30:08+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23582,303829,False,2009-02-26T17:32:59.000Z,"State College, PA",video,['https://video.twimg.com/ext_tw_video/899714804067188736/pu/vid/320x180/qRPvpOytlUmIaLrb.mp4'],
115532,899715726163927041,"Darkness fell across  #Knoxville, TN as the #SolarEclipse reached 100% totality earlier today. Incredible timelapse… https://t.co/z261S7LM5F",http://twitter.com/WeatherNation/statuses/899715726163927041,2017-08-21 19:31:59+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129103,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/899715620370997248/pu/vid/320x180/TE_xs6j8V00kBvhg.mp4'],United States
115552,899717020186550272,"2:37pm CDT #SPC_MD 1543 , #iawx #mnwx #newx #sdwx, https://t.co/mlcN6BjYro https://t.co/gRoqDxWF5l",http://twitter.com/NWSSPC/statuses/899717020186550272,2017-08-21 19:37:08+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136782,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHxv3EeWsAAr94-.jpg'],
93424,899719012443189250,Four generations of the Bush family taking part in the partial eclipse today. Send your photos to us!… https://t.co/iIevOYqrZu,http://twitter.com/KPRC2/statuses/899719012443189250,2017-08-21 19:45:03+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,542253,True,2009-03-30T04:25:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHxxqylXYAUBCdU.jpg'],
93427,899719257512169479,Texas has more than 170 public symbols of the Confederacy. Explore them here. Are we missing some? Send them to us.… https://t.co/z76E5okGql,http://twitter.com/TexasTribune/statuses/899719257512169479,2017-08-21 19:46:01+00:00,original_tweet,texastribune,Texas Tribune,44513878,60565,148415,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHxx5WFV0AAdyiL.jpg'],
93425,899719264944476160,"University of Houston:  ""out of sensitivity to our diverse student community"" @UHouston will rename Calhoun Lofts t… https://t.co/jWToBWY8ya",http://twitter.com/BillBishopKHOU/statuses/899719264944476160,2017-08-21 19:46:03+00:00,original_tweet,billbishopkhou,The Bishop,19720364,1770,8008,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DHxxkJzXgAEgACx.jpg'],
89470,899721627939876865,2:53pm CDT #SPC Day1 Outlook Slight Risk: across eastern nebraska and much of i... https://t.co/GtEvHPMjG6 https://t.co/PUEaDdLwFA,http://twitter.com/NWSSPC/statuses/899721627939876865,2017-08-21 19:55:26+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136782,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHx0DVAXsAAmhKx.jpg'],
38901,899722779880296449,"A great NWS partner, @ametsoc offers educational materials for K-12 and undergraduate students!… https://t.co/jipRYq1OUs",http://twitter.com/NWSCorpus/statuses/899722779880296449,2017-08-21 20:00:01+00:00,original_tweet,nwscorpus,NWS Corpus Christi,589561485,77,12961,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DHMhClqVYAAPrrf.jpg'],
38927,899724903603216384,"Today is the 1st day of school for our kids in @PearlandISD @ClearCreekISD and @StaffordMSD! Be safe, study hard &amp;… https://t.co/8bDvgkNNxg",http://twitter.com/RepPeteOlson/statuses/899724903603216384,2017-08-21 20:08:27+00:00,original_tweet,reppeteolson,Rep. Pete Olson,20053279,2097,8030,True,2009-02-04T13:40:57.000Z,"Washington, DC / Houston, TX",photo,['http://pbs.twimg.com/media/DHx3AeTXkAQBYvs.jpg'],
41915,899725350548254722,Did poor weather hinder your viewing conditions for today's eclipse? Get ready for the next one in 2024:… https://t.co/pTcI1mY3pM,http://twitter.com/breakingweather/statuses/899725350548254722,2017-08-21 20:10:14+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,845735,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHx3cBIXsAEiTHN.jpg'],
41925,899726050611142657,Some areas of TX more sensitive than others to heavy rainfall if Harvey heads this way.  Check for updates this wee… https://t.co/e65JviDgPO,http://twitter.com/NWSWGRFC/statuses/899726050611142657,2017-08-21 20:13:01+00:00,original_tweet,nwswgrfc,NWSWGRFC,595563520,70,1991,True,2012-05-31T15:09:44.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHx3V_eVYAEDcv0.jpg'],
41929,899726735062781952,Don't miss this last opportunity to talk budget! Bring your questions &amp; comments to 2726 Holly Rd tonight at 6.… https://t.co/AH1r7TGn45,http://twitter.com/cityofcc/statuses/899726735062781952,2017-08-21 20:15:44+00:00,original_tweet,cityofcc,CityOfCorpusChristi,32135940,193,9405,True,2009-04-16T20:15:21.000Z,"Corpus Christi, TX",photo,['http://pbs.twimg.com/media/DHx4XVZUMAADsjf.jpg'],
41934,899726836724187136,"Totality from a drone. What an amazing view out of #Casper, WY. #Eclipse2017 https://t.co/wDpp0MoHcD",http://twitter.com/WeatherNation/statuses/899726836724187136,2017-08-21 20:16:08+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129104,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/899726656557899777/pu/vid/320x180/J0ZxxhvwWpGgdhld.mp4'],
41940,899727778630729729,All types of eclipse viewing techniques on display outside the NWS in Silver Spring this afternoon.  #Eclipse2017 https://t.co/a56k13uVSA,http://twitter.com/NWS/statuses/899727778630729729,2017-08-21 20:19:53+00:00,original_tweet,nws,NWS,454313925,285,2335365,True,2012-01-03T21:24:25.000Z,United States,photo,['http://pbs.twimg.com/media/DHx5Qk9XoAA_ZV5.jpg'],
29165,899728631433277440,@Fox26Houston employee Cynthia King shared her view of the @eclipse2017 from the Fox26 studio parking lot.… https://t.co/rzRvsS0oZ2,http://twitter.com/Fox26Houston/statuses/899728631433277440,2017-08-21 20:23:16+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5362,244592,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHx5zgLVYAQK7N1.jpg'],
29175,899729637873520640,"Asked by @landon1988 , among others, if there was much of a temp drop w/ the eclipse (peak 1:14pm). Here's the data… https://t.co/9vL21K5IUU",http://twitter.com/NWSHouston/statuses/899729637873520640,2017-08-21 20:27:16+00:00,original_tweet,nwshouston,NWS Houston,600958397,349,24383,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHx68gsUIAAZvlz.jpg'],
33916,899730640064704512,"3:31pm CDT #SPC_MD 1544 , #inwx #ilwx #mowx, https://t.co/JoWRYM0C1y https://t.co/UZCOCstRrl",http://twitter.com/NWSSPC/statuses/899730640064704512,2017-08-21 20:31:15+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136783,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHx8P1kWAAMKVhY.jpg'],
55905,899733630368526336,"3:43pm CDT #SPC_MD 1545 , #mowx #kswx, https://t.co/16fwY6BjMY https://t.co/E2V9KCqgjO",http://twitter.com/NWSSPC/statuses/899733630368526336,2017-08-21 20:43:08+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136784,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHx-99JWsAQQ2Tx.jpg'],
55907,899733672886194177,Plumes of smoke created from the burning of discarded automobile batteries in Houston - 1972. Guess the neighborhoo… https://t.co/LHFcPVhzH5,http://twitter.com/Jdharden/statuses/899733672886194177,2017-08-21 20:43:18+00:00,original_tweet,jdharden,John D. Harden,27323880,1505,2706,True,2009-03-28T22:32:53.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHx883bUIAAYxFi.jpg'],
55908,899733933851652096,.@houstonpolice says that controlled detonations will likely occur soon. Please only call 911 for life-threatening… https://t.co/fzfpgtJOTf,http://twitter.com/HoustonOEM/statuses/899733933851652096,2017-08-21 20:44:20+00:00,original_tweet,houstonoem,Houston OEM,138189751,443,19521,True,2010-04-28T21:48:46.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHx_K7LVYAAZV6j.jpg'],"Houston, TX"
51119,899735402046771200,"Excited to check out the temperature, pressure plots during the Great American Eclipse. Will post it tonight!… https://t.co/sF9G9CaHru",http://twitter.com/ReedTimmerAccu/statuses/899735402046771200,2017-08-21 20:50:10+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23582,303841,False,2009-02-26T17:32:59.000Z,"State College, PA",video,['https://video.twimg.com/ext_tw_video/899735258408472576/pu/vid/320x180/b2COG42dj_qnvDHf.mp4'],
51123,899736045515935748,AT 4: We'll have the latest on a fatal crash along Frontage Road in Brownsville near FM 802. Police say two people… https://t.co/9g3LrSg1Kb,http://twitter.com/krgv/statuses/899736045515935748,2017-08-21 20:52:44+00:00,original_tweet,krgv,KRGV CHANNEL 5 NEWS,17288391,296,90959,False,2008-11-10T15:31:41.000Z,"Weslaco, Texas, US",photo,['http://pbs.twimg.com/media/DHyBKfYVoAIwOLP.jpg'],
51141,899737846881411072,"*Total Closure* SB Exit Ramp to FM-762/THOMPSON RD in Rosenberg. Closure on Tues, Aug 22 from 9AM-Noon. Detour to F… https://t.co/gK0nBDEe4w",http://twitter.com/FBCSO/statuses/899737846881411072,2017-08-21 20:59:53+00:00,original_tweet,fbcso,FBCSO Texas,71361765,180,9018,True,2009-09-03T21:18:02.000Z,"1410 Williams Way Richmond, TX",photo,['http://pbs.twimg.com/media/DHyCyb9UIAAtw5_.jpg'],
88223,899737879005372417,It is impossible to know how deep the water is just by looking at it. https://t.co/NifPjd3ZYq #FloodSafety https://t.co/Lb4yaFoDSY,http://twitter.com/NWS/statuses/899737879005372417,2017-08-21 21:00:01+00:00,original_tweet,nws,NWS,454313925,285,2335460,True,2012-01-03T21:24:25.000Z,United States,photo,['http://pbs.twimg.com/media/DHwR96ZXgAA59P3.png'],
88245,899738920623013888,"One of the @NASA research planes arriving back in #Houston, after chasing the #eclipse and experiencing ""totality""… https://t.co/C8Ui8W54vO",http://twitter.com/caseystegall/statuses/899738920623013888,2017-08-21 21:04:09+00:00,original_tweet,caseystegall,Casey Stegall,266084180,466,38991,True,2011-03-14T16:37:45.000Z,"Dallas, Texas",video,['https://video.twimg.com/ext_tw_video/899738882165448704/pu/vid/320x180/L2NDX6IJ-b3f-F7q.mp4'],
88248,899739182582681600,Cooler and less humid air will sweep across the midwestern and northeastern US later this week:… https://t.co/OEHuPhPWBB,http://twitter.com/breakingweather/statuses/899739182582681600,2017-08-21 21:05:12+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,845784,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,"['http://pbs.twimg.com/media/DHyEBBRWAAEmOyQ.jpg', 'http://pbs.twimg.com/media/DHyEBBHWAAQjYBh.jpg']",
88259,899740103177674753,"This was the view from Chesterfield, MO during the #Eclipse! Storms &amp; #totality helped to create this! Thanks,… https://t.co/cskmynWpC5",http://twitter.com/WeatherNation/statuses/899740103177674753,2017-08-21 21:08:51+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129104,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/899739968934879232/pu/vid/320x180/tML0wGcGV1INz_kc.mp4'],
88260,899740351988105217,#BREAKING: Man sought after firing several shots near schools; 2 Pasadena campuses placed on lockdown… https://t.co/AeHG4mZ0R8,http://twitter.com/KPRC2/statuses/899740351988105217,2017-08-21 21:09:50+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,542286,True,2009-03-30T04:25:49.000Z,"Houston, TX",animated_gif,['https://video.twimg.com/tweet_video/DHyE-30XkAAlbpx.mp4'],
101167,899746199623938048,Video: awesome crescent shadows everywhere during the partial eclipse before and after totality #Eclipse2017… https://t.co/wLSdZnfTCd,http://twitter.com/ReedTimmerAccu/statuses/899746199623938048,2017-08-21 21:33:05+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23582,303842,False,2009-02-26T17:32:59.000Z,"State College, PA",video,['https://video.twimg.com/ext_tw_video/899746108397596672/pu/vid/320x180/oIUy_1fo1B1E2GM1.mp4'],
101179,899747413501517824,A look at the September outlook from the NOAA's Climate Prediction Center -   https://t.co/SwVJVJJhER https://t.co/d8b6lXVbQn,http://twitter.com/WeatherNation/statuses/899747413501517824,2017-08-21 21:37:54+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129104,True,2009-03-20T16:42:05.000Z,,photo,['http://pbs.twimg.com/media/DHyLfANUIAAlm6_.jpg'],
108302,899748715916914688,Monitoring T.S.Harvey remnants in Caribbean. If moisture from the system makes it to South Central TX potential for… https://t.co/UgLWBQK1XX,http://twitter.com/NWSSanAntonio/statuses/899748715916914688,2017-08-21 21:43:05+00:00,original_tweet,nwssanantonio,NWS San Antonio,594749537,185,22840,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DHyLokfXoAIIMLc.jpg'],
108303,899748738775867392,"Take that ""Despacito."" Bonnie Tyler shoots to #1 on @iTunes chart thanks to #Eclipse #khou11… https://t.co/PBnZUAPbJh",http://twitter.com/JMilesKHOU/statuses/899748738775867392,2017-08-21 21:43:10+00:00,original_tweet,jmileskhou,Jason Miles,38213679,5106,10376,True,2009-05-06T16:15:33.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHyMtKPUAAE5afV.jpg'],
108304,899749121107517440,You might have seen the #Eclipse today but here was the view from space. https://t.co/knVym7Gvg1,http://twitter.com/WeatherNation/statuses/899749121107517440,2017-08-21 21:44:41+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129105,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/899748934456795136/pu/vid/320x180/9_AnGDB2rEoyWSTj.mp4'],
103503,899752335018147840,Super proud of the team @WeatherNation - we hope you enjoyed our #eclipse2017 coverage. We did get a chance to chec… https://t.co/90VqV5CZFc,http://twitter.com/KerrinJeromin/statuses/899752335018147840,2017-08-21 21:57:27+00:00,original_tweet,kerrinjeromin,Kerrin Jeromin,263685349,2133,3531,True,2011-03-10T14:52:01.000Z,"Denver, CO",photo,"['http://pbs.twimg.com/media/DHyP-GSVwAAv72o.jpg', 'http://pbs.twimg.com/media/DHyP-GQVYAAcvFq.jpg', 'http://pbs.twimg.com/media/DHyP-GOV0AE3j-2.jpg', 'http://pbs.twimg.com/media/DHyP-GQUwAAHAJt.jpg']",
57746,899754429276196864,Did you feel the temperature decrease during the partial solar eclipse? 2.2° drop recorded in Roanoke. #dfwwx… https://t.co/8tUhx83O5D,http://twitter.com/NWSFortWorth/statuses/899754429276196864,2017-08-21 22:05:47+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83586,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHyReImXkAEq8GT.jpg'],
52984,899755621842649089,"VIDEO: spectacular Great American Eclipse from partial through totality from Roper Mountain, SC! @breakingweather… https://t.co/v3grpeE4WB",http://twitter.com/ReedTimmerAccu/statuses/899755621842649089,2017-08-21 22:10:31+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23582,303845,False,2009-02-26T17:32:59.000Z,"State College, PA",video,['https://video.twimg.com/ext_tw_video/899753081780314112/pu/vid/320x180/garlQMZpXKUpv0tL.mp4'],
52991,899756181975060480,5:12pm CDT #SPC Day2 #FireWX  https://t.co/OIf8uk7xip https://t.co/eZkmVZnFzC,http://twitter.com/NWSSPC/statuses/899756181975060480,2017-08-21 22:12:45+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136789,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHyTeosVoAAWK_n.jpg'],
52995,899756252925902849,"#Kenneth rapidly intensifies from a #tropical storm to a Category 4 #hurricane, as captured by satellite imagery:… https://t.co/I1rzXCxsw0",http://twitter.com/weatherchannel/statuses/899756252925902849,2017-08-21 22:13:02+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6334,2922526,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",animated_gif,['https://video.twimg.com/tweet_video/DHyTigMVoAQ7yjK.mp4'],
52994,899756284924309504,Join our #FacebookLive #panel tomorrow at 1pm CST! We r celebrating #NBM17 and talking about #policies 2 protect#br… https://t.co/LiEFytfE0f,http://twitter.com/hcphtx/statuses/899756284924309504,2017-08-21 22:13:09+00:00,original_tweet,hcphtx,Harris County PH,143092332,1354,1600,False,2010-05-12T15:26:29.000Z,"Harris County, Texas",photo,['http://pbs.twimg.com/media/DHyTgsVUwAA0qt4.png'],"Irving, TX"
53009,899757300226772992,5:16pm CDT #SPC Day2 #FireWX  https://t.co/OIf8uk7xip https://t.co/55FXGojDuy,http://twitter.com/NWSSPC/statuses/899757300226772992,2017-08-21 22:17:11+00:00,original_tweet,nwsspc,NWS SPC,586909317,150,136789,True,2012-05-21T19:57:25.000Z,"Norman, OK, USA",photo,['http://pbs.twimg.com/media/DHyUfu5V0AAkTTK.jpg'],
53013,899757835571130368,"Primera police need the public's help in finding Robert Joseph Bennison, 53, wanted for theft.… https://t.co/uI4C98yosG",http://twitter.com/krgv/statuses/899757835571130368,2017-08-21 22:19:19+00:00,original_tweet,krgv,KRGV CHANNEL 5 NEWS,17288391,296,90965,False,2008-11-10T15:31:41.000Z,"Weslaco, Texas, US",photo,['http://pbs.twimg.com/media/DHyU-3AXsAELhcw.jpg'],
47452,899758092069588993,"Explosions seen during search of 25-year-old man's home who tried to blow up Confederate statue, police say… https://t.co/cFPdg9XgsE",http://twitter.com/KPRC2/statuses/899758092069588993,2017-08-21 22:20:20+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,542315,True,2009-03-30T04:25:49.000Z,"Houston, TX",video,['https://video.twimg.com/ext_tw_video/899758012423950338/pu/vid/320x180/sNcLZA16whto-iRb.mp4'],
47470,899759778536312834,"El Paso's City Council voted down plans to launch a municipal ID amid fears of being labeled a ""sanctuary city""… https://t.co/0Rx0vPcMd4",http://twitter.com/TexasTribune/statuses/899759778536312834,2017-08-21 22:27:02+00:00,original_tweet,texastribune,Texas Tribune,44513878,60565,148415,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHyWv9tUMAEF8WN.jpg'],
47469,899759793933611010,BYU vs LSU! Chance to win tickets to the AdvoCare @TexasKickoff .  Enter sweepstakes! No purchase necessary. ENTER:… https://t.co/G5zNYpA3YP,http://twitter.com/KHOU/statuses/899759793933611010,2017-08-21 22:27:06+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602139,True,2008-08-09T18:33:49.000Z,"Houston, TX",video,['https://video.twimg.com/ext_tw_video/899759722546548736/pu/vid/320x180/LHAQ_iHvq0LVLdp1.mp4'],
44139,899761928414932992,Remnants of Harvey may threaten South Texas later this week.  Make sure you are prepared and continue to monitor th… https://t.co/z1H0f1CffD,http://twitter.com/NWSCorpus/statuses/899761928414932992,2017-08-21 22:35:35+00:00,original_tweet,nwscorpus,NWS Corpus Christi,589561485,77,12962,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DHyYolKVoAEM6mZ.jpg'],
44140,899762066780585988,Los remanentes de Harvey podrían afectar al Sur de Texas más tarde esta semana. Manténgase preparado y pendiente al… https://t.co/ScQe6Ykqaq,http://twitter.com/NWSCorpus/statuses/899762066780585988,2017-08-21 22:36:08+00:00,original_tweet,nwscorpus,NWS Corpus Christi,589561485,77,12962,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DHyY0saVwAEhwFi.jpg'],
101498,899771431923326976,Mostly clear to partly cloudy skies tonight across deep south Texas with overnight lows in the middle to upper 70s.… https://t.co/KPEUmC4Pu6,http://twitter.com/NWSBrownsville/statuses/899771431923326976,2017-08-21 23:13:20+00:00,original_tweet,nwsbrownsville,NWS Brownsville,590190799,1179,7992,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DHyhPAVVoAEppv8.jpg'],
101507,899771945591468033,#Eclipse2017 was fun but folks across the west Gulf Coast need to quickly transition shift their thoughts to the tr… https://t.co/KbuOfpfbLX,http://twitter.com/TTrogdon/statuses/899771945591468033,2017-08-21 23:15:23+00:00,original_tweet,ttrogdon,Taylor Trogdon,525249617,1025,2807,False,2012-03-15T10:38:49.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DHyhcu8XgAAzl-l.jpg'],
101505,899771977237385216,Weslaco police needs help IDing suspects after a robbery at a Dollar General on the 2100 block of west Business 83.… https://t.co/hsoLiq2RYJ,http://twitter.com/krgv/statuses/899771977237385216,2017-08-21 23:15:30+00:00,original_tweet,krgv,KRGV CHANNEL 5 NEWS,17288391,296,90964,False,2008-11-10T15:31:41.000Z,"Weslaco, Texas, US",photo,"['http://pbs.twimg.com/media/DHyh18bWAAU8QBB.jpg', 'http://pbs.twimg.com/media/DHyh18gXgAAoSFw.jpg']",
101508,899772323267522560,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/LhQ0Qhngwa,http://twitter.com/KHOU/statuses/899772323267522560,2017-08-21 23:16:53+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602163,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyh3t2XcAMGLCi.jpg', 'http://pbs.twimg.com/media/DHyh3t1XYAEwLkF.jpg', 'http://pbs.twimg.com/media/DHyiJnLWsAA1zGw.jpg']","Houston, TX"
101510,899772541178433536,"Ou Est Le Soleil ? #khou #HouNews #Eclipse2017 Credit:  Marylou Flandez who traveled from Katy, TX to Boonville, Mi… https://t.co/qWvbRMFGLn",http://twitter.com/BillBishopKHOU/statuses/899772541178433536,2017-08-21 23:17:45+00:00,original_tweet,billbishopkhou,The Bishop,19720364,1769,8008,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DHyiRy6W0AAwfH-.jpg'],
101513,899772753242456064,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/bYUgfzRXwb,http://twitter.com/KHOU/statuses/899772753242456064,2017-08-21 23:18:35+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602164,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyiilzXkAEN19O.jpg', 'http://pbs.twimg.com/media/DHyiilwXgAEWQjd.jpg', 'http://pbs.twimg.com/media/DHyiil2XYAAK5-q.jpg']","Chicago, IL"
101514,899772973279825928,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/u9GuMdOUnZ,http://twitter.com/KHOU/statuses/899772973279825928,2017-08-21 23:19:28+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602164,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyivegW0AEL1Ks.jpg', 'http://pbs.twimg.com/media/DHyivd2XgAQR4qL.jpg', 'http://pbs.twimg.com/media/DHyivd6XsAEkB52.jpg']","Chicago, IL"
115079,899773138795347968,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/pIw8Za0ulS,http://twitter.com/KHOU/statuses/899773138795347968,2017-08-21 23:20:07+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602162,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyi4z0W0AIpGjS.jpg', 'http://pbs.twimg.com/media/DHyi4zwWsAAgzh3.jpg', 'http://pbs.twimg.com/media/DHyi40KWAAE2Tog.jpg']","Chicago, IL"
115081,899773390558572546,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/2ZGUUJQuSI,http://twitter.com/KHOU/statuses/899773390558572546,2017-08-21 23:21:07+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602164,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyjFZBWAAAQyEf.jpg', 'http://pbs.twimg.com/media/DHyjFaVXcAE-83b.jpg', 'http://pbs.twimg.com/media/DHyjHqfXkAA00OK.jpg']","Chicago, IL"
115082,899773505100668928,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/wxt2eNZ5NQ,http://twitter.com/KHOU/statuses/899773505100668928,2017-08-21 23:21:35+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602162,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyjOb9WsAAQbdQ.jpg', 'http://pbs.twimg.com/media/DHyjOdRXsAEc01a.jpg', 'http://pbs.twimg.com/media/DHyjOcGWsAU0GFP.jpg']","Chicago, IL"
115084,899773694721089537,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/JAZmCnfZ1C,http://twitter.com/KHOU/statuses/899773694721089537,2017-08-21 23:22:20+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602164,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyjZUXXkAAO3P_.jpg', 'http://pbs.twimg.com/media/DHyjZVJXoAAEihx.jpg', 'http://pbs.twimg.com/media/DHyjZWEXsAE465B.jpg']","Chicago, IL"
115086,899773886811844608,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/zMnEU2dFTX,http://twitter.com/KHOU/statuses/899773886811844608,2017-08-21 23:23:06+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602165,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyjklQXkAEsDqD.jpg', 'http://pbs.twimg.com/media/DHyjklJWAAA0trC.jpg', 'http://pbs.twimg.com/media/DHyjkmiXcAEixsC.jpg']","Chicago, IL"
115087,899773989760794624,The #SolarEclipse2017 is over!  We had FUN today at the eclipse viewing party held at the @houstonlibrary.  MORE:… https://t.co/0p21XI4l6r,http://twitter.com/KHOU/statuses/899773989760794624,2017-08-21 23:23:30+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,997,602164,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHyjqRiXgAAVBHD.jpg', 'http://pbs.twimg.com/media/DHyjqRKXoAEjlWS.jpg', 'http://pbs.twimg.com/media/DHyjqRRXkAA-_Gp.jpg']","Chicago, IL"
